id,cluster labels,global label,city,rank,score,name,latitude,longitude,downtown_dist,main_category
5d5f24ec09484500079aee00,0,0,"New York, NY",1,69.38,Los Tacos No. 1,40.714267,-74.008756,287,Taco Place
4c154c9a77cea593c401d260,1,1,"New York, NY",1,69.38,Takahachi Bakery,40.713652845301894,-74.0088038953017,256,Bakery
528bf16711d2b7722da6b51c,2,2,"New York, NY",1,69.38,Pisillo Italian Panini,40.710530084460785,-74.00752571804911,275,Sandwich Place
5c6f03f30802d4002c16884c,2,2,"New York, NY",1,69.38,Joe’s Pizza,40.710178,-74.007769,320,Pizza Place
50ba9119e4b071a4bae6dc10,3,3,"New York, NY",1,69.38,Nish Nūsh,40.71553710116416,-74.00772452925565,344,Falafel Restaurant
5787b68e498efcabbebba4f8,4,4,"New York, NY",1,69.38,Shake Shack,40.71070286896417,-74.00902390480042,339,Burger Joint
4f627061e4b05c1d57815977,5,5,"New York, NY",1,69.38,Atera,40.71675176130724,-74.00571150855457,448,Molecular Gastronomy Restaurant
4b60c708f964a520d0f829e3,4,4,"New York, NY",1,69.38,Nobu Downtown,40.71095811409332,-74.00964495960692,364,Japanese Restaurant
4a8f2f39f964a520471420e3,6,6,"New York, NY",1,69.38,Takahachi,40.71652647412374,-74.00810108466207,457,Sushi Restaurant
58fdf5ec6cf01a4f54c7792b,7,7,"New York, NY",1,69.38,Hole In The Wall,40.70827996310331,-74.00561154427122,496,Breakfast Spot
5dc6f6a5ea8dfb00080f6faa,8,8,"New York, NY",1,69.38,Lekka Burger,40.715246,-74.010559,474,Burger Joint
5953e5314382ab0b3b808dc6,9,9,"New York, NY",1,69.38,Konditori,40.70947390929377,-74.00663033243585,365,Café
564cb952498e133963c04186,10,10,"New York, NY",1,69.38,Nish Nush,40.709418,-74.008056,406,Falafel Restaurant
4dadcb124df0522cc5622202,6,6,"New York, NY",1,69.38,Tiny's and the Bar Upstairs,40.71679304855808,-74.00821998878457,489,American Restaurant
48510cf9f964a520a5501fe3,11,11,"New York, NY",1,69.38,Restaurant Marc Forgione,40.71637984317071,-74.00962933453428,508,New American Restaurant
51df85c9498edb5ea3ad2e2a,6,6,"New York, NY",1,69.38,Khe-Yo,40.716752816876635,-74.00858376295221,497,Asian Restaurant
3fd66200f964a52083e61ee3,6,6,"New York, NY",1,69.38,The Odeon,40.71701011409906,-74.00804244562225,506,French Restaurant
5ada32224f0e584592628c1f,12,12,"New York, NY",1,69.38,Manhatta,40.70765446542056,-74.00913779853676,623,New American Restaurant
5b82c540c97f28002c65fa73,13,13,"New York, NY",1,69.38,Taim,40.70772671818465,-74.00826536952118,588,Falafel Restaurant
56d1c7e2cd105fe2c5c705b6,14,14,"New York, NY",1,69.38,Two Hands Restaurant & Bar,40.71793729407671,-74.0056947993655,580,Australian Restaurant
4bcf9774a8b3a5939497625f,15,15,"New York, NY",1,69.38,Shanghai 21,40.714423425836316,-73.99890393018723,629,Shanghai Restaurant
5c883f65f4b525002c0bf2ca,16,16,"New York, NY",1,69.38,Crown Shy,40.70618693053086,-74.00749011603791,738,Restaurant
4e67f1c7d16433b90090c8f3,17,17,"New York, NY",1,69.38,Jungsik,40.718694630954566,-74.00906972656956,712,Korean Restaurant
5487845b498ed6d0cef81f32,18,18,"New York, NY",1,69.38,Gotan,40.719217148322926,-74.00664210319519,724,Café
4bbb9dbded7776b0e1ad3e51,19,19,"New York, NY",1,69.38,Tamarind TriBeCa,40.71921117375622,-74.00872657957527,757,Indian Restaurant
49d3deadf964a5201d5c1fe3,15,15,"New York, NY",1,69.38,Noodle Village 粥麵軒,40.71412788438359,-73.99874558609585,632,Chinese Restaurant
577c4a4a498e2c214c8f57e1,20,20,"New York, NY",1,69.38,sweetgreen,40.7056257,-74.0082823,813,Salad Place
5cd7104746e1b6002cc57a8c,21,21,"New York, NY",1,69.38,Spring Café,40.717857,-74.0002,752,Café
5894c9a15e56b417cf79e553,22,22,"New York, NY",1,69.38,Xi'an Famous Foods,40.715231941715004,-73.99726288220869,789,Chinese Restaurant
5362a2ae498e3b18c22334be,23,23,"New York, NY",1,69.38,Hudson Eats,40.712665971481435,-74.0159010887146,834,Food Court
552572df498e2692b4103b57,24,24,"New York, NY",1,69.38,Neapolitan Express,40.70690829999999,-74.0096853,718,Pizza Place
4dda977ad22d38ef4332c419,25,25,"New York, NY",1,69.38,Shake Shack,40.71532572032048,-74.01475032559945,791,Burger Joint
57583641498e90001a32e13e,26,26,"New York, NY",1,69.38,Le Coucou,40.71911370398213,-74.00020174355126,863,French Restaurant
4a149749f964a52055781fe3,27,27,"New York, NY",1,69.38,Locanda Verde,40.719981,-74.010002,874,Italian Restaurant
3fd66200f964a520bce61ee3,28,28,"New York, NY",1,69.38,La Bella Ferrara,40.71744962394581,-73.99837323694786,831,Bakery
40f1d480f964a5205b0a1fe3,29,29,"New York, NY",1,69.38,Bubby's,40.719932193721725,-74.00857160255461,830,American Restaurant
5abc33ccad17896edaca3d61,30,30,"New York, NY",1,69.38,Frenchette,40.719596,-74.005786,764,French Restaurant
5bf4559c65cdf8002c6be196,31,31,"New York, NY",1,69.38,Joe’s Steam Rice Roll,40.71885242984578,-74.00102459239547,801,Chinese Restaurant
4b79a8d0f964a52030092fe3,32,32,"New York, NY",1,69.38,Lung Moon Bakery,40.716572955337426,-73.99910874009436,723,Bakery
55aa9278498e32cd646a30e6,33,33,"New York, NY",1,69.38,Maison Kayser,40.71890887850094,-74.01033057718027,778,Bakery
5b4f920401bc5a00395b1ce1,34,34,"New York, NY",1,69.38,Interlude Cafe,40.721168186303004,-74.00842838880368,961,Café
46797032f964a520f7471fe3,27,27,"New York, NY",1,69.38,Smith & Mills,40.720088623166546,-74.00987583373329,881,American Restaurant
4ad68c35f964a520c20721e3,35,35,"New York, NY",1,69.38,Pepolino,40.72091120041498,-74.00515242264551,913,Italian Restaurant
5d2e7042be438a0008b0ab95,36,36,"New York, NY",1,69.38,Bar Wayo,40.705499,-74.002127,869,Restaurant
5b9686e7d807ee002c498f8d,37,37,"New York, NY",1,69.38,Golden Diner,40.71245135327847,-73.99421274662018,996,Diner
524aeb0111d2ae4d1b1eea62,38,38,"New York, NY",1,69.38,Bluestone Lane,40.70626842555141,-74.0116873383522,863,Café
4db739d841592dd82ee2b3dd,39,39,"New York, NY",1,69.38,Luke's Lobster,40.704488,-74.010915,1006,Seafood Restaurant
545d602b498e50ade1906a6e,40,40,"New York, NY",1,69.38,El Luchador,40.705817,-74.004063,786,Mexican Restaurant
